"10.5964/ejop.v10i1.575","organization"
"10.5964/ejop.v10i1.575","organization"
"10.5964/ejop.v10i1.575","organization"
"10.5964/ejop.v10i1.575","organization"
"10.5964/ejop.v10i1.575","organization"
"10.5964/ejop.v10i1.575","organization"
"10.5964/ejop.v10i1.575","organization"
"10.5964/ejop.v10i1.575","organization"
"10.5964/ejop.v10i1.575","person"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
"10.1371/annotation/042f2803-a625-4b2a-bd08-ce50799e4cf6","textual entity"
